codigo,descripcion,categoria,archivo_foto
DUELZ19X2.44RCH,DUELA Z. DE 19 X 2.44 REC. CHAPETON (78RCH),Lamina y cubiertas,DUELZ19X2-44RCH.webp
DUELZ28X1.83CH,DUELA Z. DE 28 X 1.83 CHAPETON (76CH),Lamina y cubiertas,DUELZ28X1-83CH.webp
DUELZ33MC,DUELA Z. DE 3 X .915 CUA. RECTAN. MARRUECOS(33MC),Lamina y cubiertas,DUELZ33MC.webp
DUELZ33EC,DUELA Z. DE 3 X .915 CUADRO RECT. ESPAÑA (33EC),Lamina y cubiertas,DUELZ33EC.webp
DUELZ3X.915FC,DUELA Z. DE 3 X .915 FLOR CUAD. (33FC),Lamina y cubiertas,DUELZ3X-915FC.webp
DUELZ3X.915FR,DUELA Z. DE 3 X .915 FLOR REDONDA (33FO),Lamina y cubiertas,DUELZ3X-915FR.webp
DUELZ3X1.83F,DUELA Z. DE 3 X 1.83 FLOR (36F),Lamina y cubiertas,DUELZ3X1-83F.webp
DUELZ36E,DUELA Z. DE 3 X 1.83 RECT. ESPAÑA (36E),Lamina y cubiertas,DUELZ36E.webp
DUELZ36X2.44CH,DUELA Z. DE 36 X 2.44 CHAPETON (98CH),Lamina y cubiertas,DUELZ36X2-44CH.webp
DUELZ43M,DUELA Z. DE 4 X .915 CUADRO MARRUECOS (43M),Lamina y cubiertas,DUELZ43M.webp
DUELZ48X3.05CH,DUELA Z. DE 48 X 3.05 CHAPETON (1210CH),Lamina y cubiertas,DUELZ48X3-05CH.webp
DUELZ5X2.4458F,DUELA Z. DE 5 X  2.44 FLOR (58F),Lamina y cubiertas,DUELZ5X2-4458F.webp
DUELZ56MC,DUELA Z. DE 5 X 1.83 CUA. RECTAN. MARRUECOS (56MC),Lamina y cubiertas,DUELZ56MC.webp
DUEL56EC,DUELA Z. DE 5 X 1.83 CUADRO RECT. ESPAÑA  (56EC),Lamina y cubiertas,DUEL56EC.webp
DUELZ5X1.83FC,DUELA Z. DE 5 X 1.83 FLOR CUAD. (56FC),Lamina y cubiertas,DUELZ5X1-83FC.webp
DUELZ5X1.83FO,DUELA Z. DE 5 X 1.83 FLOR REDONDA (56FO),Lamina y cubiertas,DUELZ5X1-83FO.webp
DUELZ7X2.44FC,DUELA Z. DE 7 X 2.44 FLOR CUAD. (78FC),Lamina y cubiertas,DUELZ7X2-44FC.webp
DUELZ86M,DUELA Z. DE 8 X 1.83 CUADRO MARRUECOS (86M),Lamina y cubiertas,DUELZ86M.webp
DUELZ9X.915FCH,DUELA Z. DE 9 X .915 FLOR CHAPETON (33FCH),Lamina y cubiertas,DUELZ9X-915FCH.webp
DUELZ9X.915RECH,DUELA Z. DE 9 X .915 REC. CHAPETON (33RCH),Lamina y cubiertas,DUELZ9X-915RECH.webp
DUELZ9X3.05FC,DUELA Z. DE 9 x 3.05 FLOR CUAD. (910FC),Lamina y cubiertas,DUELZ9X3-05FC.webp
DUEL9X3.05RECH,DUELA Z. DE 9 X 3.05 RECT. CHAPETON (910RCH),Lamina y cubiertas,DUEL9X3-05RECH.webp
DUELZ58,DUELA Z. LISA 5 X 2.44 (58) LAMITEC,Lamina y cubiertas,DUELZ58.webp
DUELZ13,DUELA Z.LISA 1 X .915 (13) LAMITEC,Lamina y cubiertas,DUELZ13.webp
DUELZ36,DUELA Z.LISA 3 X 1.83 (36) LAMITEC,Lamina y cubiertas,DUELZ36.webp
DUELZ46.5,DUELA Z.LISA 4 X 1.98 (46.50) LAMITEC,Lamina y cubiertas,DUELZ46-5.webp
DUELZ48,DUELA Z.LISA 4 X 2.44 (48) LAMITEC,Lamina y cubiertas,DUELZ48.webp
DUELZ610,DUELA Z.LISA 6 X 3.05 (610) LAMITEC,Lamina y cubiertas,DUELZ610.webp
DT100-065,DUELA ZINTRO 10 CM X 2 MTS (100-065),Lamina y cubiertas,DT100-065.webp
DT100-100,DUELA ZINTRO 10 CM X 3.05 MTS (100-100),Lamina y cubiertas,DT100-100.webp
DT20-065,DUELA ZINTRO 2 CM X 2 MTS (20-065),Lamina y cubiertas,DT20-065.webp
DLG-AL080,DUELA ZINTRO 2.44 ALUM. (AL-8),Lamina y cubiertas,DLG-AL080.webp
DLG-AL100,DUELA ZINTRO 3.05 ALUM. (AL-10),Lamina y cubiertas,DLG-AL100.webp
DT40-065,DUELA ZINTRO 4 CM X 2 MTS (40-065),Lamina y cubiertas,DT40-065.webp
DT40-100,DUELA ZINTRO 4 CM X 3.05 MTS (40-100),Lamina y cubiertas,DT40-100.webp
DT060-065,DUELA ZINTRO 6 CM X 2 MTS (060-065),Lamina y cubiertas,DT060-065.webp
DT060-100,DUELA ZINTRO 6 CM X 3.05 MTS (060-100),Lamina y cubiertas,DT060-100.webp
DT80-065,DUELA ZINTRO 8 CM X 2 MTS. (80-065),Lamina y cubiertas,DT80-065.webp
DT080-100,DUELA ZINTRO 8 CM X 3.05 MTS (080-100),Lamina y cubiertas,DT080-100.webp
DUELZ86,DUELA ZINTRO 8 X 1.83 SQ (86) LAMITEC,Lamina y cubiertas,DUELZ86.webp
DUELZ96.5,DUELA ZINTRO 9 X 1.98 SQ  (96.5)LAMITEC,Lamina y cubiertas,DUELZ96-5.webp
DUELZ118,DUELA ZINTRO DE 11 X 2.44 SQ(118)LAMITEC,Lamina y cubiertas,DUELZ118.webp
DUELZ1410,DUELA ZINTRO DE 14 X 3.05 SQ(1410) LAMITEC,Lamina y cubiertas,DUELZ1410.webp
DUELZ33,DUELA ZINTRO DE 3 X 91.5 CB (33)LAMITEC,Lamina y cubiertas,DUELZ33.webp
DUELZ43,DUELA ZINTRO DE 4 X .91 SQ (43) LAMITEC,Lamina y cubiertas,DUELZ43.webp
DUEZ5X1.22SQ,DUELA ZINTRO DE 5 X 1.22 SQ ( 54 ),Lamina y cubiertas,DUEZ5X1-22SQ.webp
DUELZ56,DUELA ZINTRO DE 5 X 1.83 CB (56) LAMITEC,Lamina y cubiertas,DUELZ56.webp
DUELZ560,DUELA ZINTRO DE 5 X 1.83 RED. COMB. (560) LAMITEC,Lamina y cubiertas,DUELZ560.webp
DUELZ56.5,DUELA ZINTRO DE 5 X 1.98 CB (56.5)LAMITEC,Lamina y cubiertas,DUELZ56-5.webp
DUELZ56.50,DUELA ZINTRO DE 5 X 1.98 RED. COMB. (56.50)LAMITEC,Lamina y cubiertas,DUELZ56-50.webp
DUELZ78,DUELA ZINTRO DE 7 X 2.44 CB (78) LAMITEC,Lamina y cubiertas,DUELZ78.webp
DUELZ780,DUELA ZINTRO DE 7 X 2.44 RED. COMB. (780) LAMITEC,Lamina y cubiertas,DUELZ780.webp
DUELZ96.50,DUELA ZINTRO DE 9 X 1.98 REDONDA (96.50)LAMITEC,Lamina y cubiertas,DUELZ96-50.webp
DUELZ910,DUELA ZINTRO DE 9 X 3.05 CB (910)LAMITEC,Lamina y cubiertas,DUELZ910.webp
DUELZ9100,DUELA ZINTRO DE 9 X 3.05 RED.COMB. (9100)LAMITEC,Lamina y cubiertas,DUELZ9100.webp
CABLE1/0,CABLE 1/0 ( CODIGO RF54962),Electrico e iluminacion,CABLE1-0.webp
CABLE2,CABLE 2 (CODIGO WT53778-1),Electrico e iluminacion,CABLE2.webp
CARE300,CARETA ELECTRONICA TRIBAL HOOD 9-13(RF55300-2)ROJA,Seguridad (EPP),CARE300.webp
ANTGEL,GEL ANTICHISPAS,Pintura y químicos,ANTGEL.webp
ANTGEL400GRS,GEL ANTICHISPAS 400 GRS ( RF500919),Pintura y químicos,ANTGEL400GRS.webp
GIS,GIS (WT52895),Soldadura (consumibles),GIS.webp
GUAARGO,GUANTE DE CARNAZA ARGONERO(RF500926),Seguridad (EPP),GUAARGO.webp
PLASOL180,PLANTA DE SOLDAR LINCOLN 180 AMPS,Herramienta electrica,PLASOL180.webp
K2707-2,PLANTA P/SOLD. Y GEN. OUTBACK 145 LINCOLN  NO.SERI,Herramienta electrica,K2707-2.webp
PLASOLAC225,PLANTA P/SOLD.AC 225 GLM LINCOLN,Herramienta electrica,PLASOLAC225.webp
PLASOLEM140,PLANTA P/SOLD.P/MICROALAMBRE  EASY MIG 140 LINCOLN,Herramienta electrica,PLASOLEM140.webp
PLASOL150,PLANTA P/SOLDAR LINCONL 150 AMP,Herramienta electrica,PLASOL150.webp
PGIS,PORTA GIS WYP-400-1 CON GIS (WT52895),Soldadura (consumibles),PGIS.webp
PEREDF250,PORTAELECTRODO DE 250 AMP. RED FORCE(RF55617),Soldadura y abrasivos,PEREDF250.webp
PEREDF300UR,PORTAELECTRODO DE 300 AMP. RED FORCE(WT52881),Soldadura y abrasivos,PEREDF300UR.webp
PEREDF300,PORTAELECTRODO DE 300 AMP. RED FORCE(WT53867),Soldadura y abrasivos,PEREDF300.webp
PM36KG,POSICIONADOR MAGNETICO 36 KGS.(WT53880),Soldadura (consumibles),PM36KG.webp
SOLLICON,SOLD. MICROALAMBRE 0.035(4.54KG/10LB) LINCOLN,Soldadura y abrasivos,SOLLICON.webp
SOLLIN15K,SOLD.LINCOLN  MICRO A. .035 15 KGS.,Soldadura,SOLLIN15K.webp
SOLLIN1LBT.030,SOLD.MICRO A.TUB.  .030 (1 LB/  .454 KGS)LINCOLN,Soldadura,SOLLIN1LBT-030.webp
SOLLIN1LBT,SOLD.MICRO A.TUB.  .035 (1 LB/  .454 KGS)LINCOLN,Soldadura,SOLLIN1LBT.webp
SOLLIN6013,SOLDADURA 6013 1/8 LINCOLN,Soldadura y abrasivos,SOLLIN6013.webp
SOLLIN3/32,SOLDADURA 6013 3/32 LINCOLN,Soldadura y abrasivos,SOLLIN3-32.webp
SOLIN7018,SOLDADURA 7018 1/8 LINCOLN (55008),Soldadura y abrasivos,SOLIN7018.webp
TT300REDFFB,TENAZA P/TIERRA 300 AMP. RED FORCE FB(WT53817),Herramienta manual,TT300REDFFB.webp
TT300REDF,TENAZA P/TIERRA 300 AMP. RED FORCE(WT53870),Herramienta manual,TT300REDF.webp
TT500REDF,TENAZA P/TIERRA 500 AMP. RED FORCE(WT53869),Herramienta manual,TT500REDF.webp
ZAPP/C2/0,ZAPATA P/CABLE  2/0 RED FORCE (WT53772),Electrico e iluminacion,ZAPP-C2-0.webp
SOLIN7018-5/32,"SOLDADURA 7018 5/32""",Soldadura y abrasivos,SOLIN7018-5-32.webp
MEDE1522,METAL DESPLEGADO 15-22 3` ( 91 CM ),Lamina y cubiertas,MEDE1522.webp
MEDE1920,METAL DESPLEGADO 19-20 3' ( .91 CM.),Lamina y cubiertas,MEDE1920.webp
MEDE2018,METAL DESPLEGADO 20-18 3' ( .91 CM),Lamina y cubiertas,MEDE2018.webp
MEDE42018,"METAL DESPLEGADO 20-18 4"" (1.20 MTS)",Lamina y cubiertas,MEDE42018.webp
MEDE2116,METAL DESPLEGADO 21-16 3' ( .91 CM),Lamina y cubiertas,MEDE2116.webp
MEDE42116,METAL DESPLEGADO 21-16 4' ( 1.20 CM),Lamina y cubiertas,MEDE42116.webp
MEDE43220,"METAL DESPLEGADO 32-20 4"" (1.20)",Lamina y cubiertas,MEDE43220.webp
MEDE3416,METAL DESPLEGADO 34-16 3' (  .91CM),Lamina y cubiertas,MEDE3416.webp
MEDE43416,METAL DESPLEGADO 34-16 4' (1.20 MTS),Lamina y cubiertas,MEDE43416.webp
MEDE3914,METAL DESPLEGADO 39-14 3' (  .91 CM),Lamina y cubiertas,MEDE3914.webp
MEDE43914,METAL DESPLEGADO 39-14 4' (  1.22 MT),Lamina y cubiertas,MEDE43914.webp
MEDE4012,METAL DESPLEGADO 40-12 3' ( .91 CM),Lamina y cubiertas,MEDE4012.webp
MEDE44012,METAL DESPLEGADO 40-12 4' (1.20 MTS),Lamina y cubiertas,MEDE44012.webp
MEDE4012L,METAL DESPLEGADO 40-12 LIG. 3' ( .91CM),Lamina y cubiertas,MEDE4012L.webp
MEDE4810,METAL DESPLEGADO 48-10 3' ( .91CM),Lamina y cubiertas,MEDE4810.webp
MEDE44810,METAL DESPLEGADO 48-10 4' (1.20 MTS),Lamina y cubiertas,MEDE44810.webp
082A,"REG 1 "" HONGO PLASTICO  (082A)",Tubería y conexiones,082A.webp
031A,REG 1 1/2 BARRIL HULE  (031A),Tubería y conexiones,031A.webp
044A,REG 1 1/2 CUADRADO HULE (044A),Acero (barra y placa),044A.webp
084A,REG 1 1/2 HONGO PLASTICO (084A),Tubería y conexiones,084A.webp
030A,REG 1 1/4 BARRIL HULE (030A),Tubería y conexiones,030A.webp
043A,REG 1 1/4 CUADRADO HULE (043A),Acero (barra y placa),043A.webp
083A,REG 1 1/4 HONGO PLASTICO 083A),Tubería y conexiones,083A.webp
105A,"REG 1"" ANGULO HULE (105A)",Perfiles estructurales,105A.webp
029A,"REG 1"" BARRIL HULE  (029A)",Tubería y conexiones,029A.webp
038A,"REG 1"" COSTILLA HULE (038A)",Tubería y conexiones,038A.webp
042A,"REG 1"" CUADRADO HULE  (042A)",Acero (barra y placa),042A.webp
025A,REG 1/2 BARRIL HULE  (025A),Tubería y conexiones,025A.webp
034A,REG 1/2 COSTILLA HULE  (034A),Tubería y conexiones,034A.webp
0.958333333333333,REG 1/4 BARRIL HULE (023A),Tubería y conexiones,0-958333333333333.webp
032A,"REG 2"" BARRIL HULE  (032A)",Tubería y conexiones,032A.webp
045A,"REG 2"" CUADRADO HULE (045A)",Acero (barra y placa),045A.webp
104A,REG 3/4 ANGULO HULE (104A),Perfiles estructurales,104A.webp
102A,REG 3/4 ANGULO PLASTICO (102A),Perfiles estructurales,102A.webp
036A,REG 3/4 COSTILLA HULE (036A),Tubería y conexiones,036A.webp
040A,REG 3/4 CUADRADO HULE  (040A),Acero (barra y placa),040A.webp
081A,REG 3/4 HONGO PLASTICO  (081A),Tubería y conexiones,081A.webp
024A,REG 3/8 BARRIL HULE  (024A),Tubería y conexiones,024A.webp
026A,REG 5/8 BARRIL HULE  (026A),Tubería y conexiones,026A.webp
027A,REG3/4 BARRIL HULR  (027A),Tubería y conexiones,027A.webp
300A,TORN NIVEL R 1/4 X L1 BASE REDOND (300A),Herramienta manual,300A.webp
304A,TORN NIVEL R3/8 X L1 1/2 B. REDON PLANA (304A),Herramienta manual,304A.webp
302A,TORN NIVEL R5/16 X L1 1/2 B. REDOND (302A),Herramienta manual,302A.webp
301A,TORN NIVEL R5/16 X L1 BASE REDOND (301A),Herramienta manual,301A.webp
HSS4X41/4-12.20,"HSS  DE 4"" X 4"" EN 1/4 A 12.20 MTS( 17.73 KG/ML)",Perfiles estructurales,HSS4X41-4-12-20.webp
LACT1.22,LAMINA ACEROTEJA ROJA 1.22 C26,Lamina y cubiertas,LACT1-22.webp
LACT1.83,LAMINA ACEROTEJA ROJA 1.83 C26,Lamina y cubiertas,LACT1-83.webp
LACT2.44,LAMINA ACEROTEJA ROJA 2.44 C26,Lamina y cubiertas,LACT2-44.webp
LACT3.05,LAMINA ACEROTEJA ROJA 3.05 C26,Lamina y cubiertas,LACT3-05.webp
LACT3.66,LAMINA ACEROTEJA ROJA 3.66 C26,Lamina y cubiertas,LACT3-66.webp
LACT4.27,LAMINA ACEROTEJA ROJA 4.27 C26,Lamina y cubiertas,LACT4-27.webp
LACT4.88,LAMINA ACEROTEJA ROJA 4.88 C26,Lamina y cubiertas,LACT4-88.webp
LACT5.50,LAMINA ACEROTEJA ROJA 5.50 C26,Lamina y cubiertas,LACT5-50.webp
LACT6.10,LAMINA ACEROTEJA ROJA 6.10 C26,Lamina y cubiertas,LACT6-10.webp
ZM300,CHAMBRANA L ZM300,Perfiles estructurales,ZM300.webp
PLA136X20,PLACA DE 1/2 DE 1.83 X 6.10 MTRS DE LARGO (6X20),Acero (barra y placa),PLA136X20.webp
ACOPG318,ACOPLADORES RAPIDOS GONI MOD. 318,Tubería y conexiones,ACOPG318.webp
ACOPG320,ACOPLADORES RAPIDOS GONI MOD. 320,Tubería y conexiones,ACOPG320.webp
AER2192,AEROSOL ALUMINIO (2192),Pintura y quimicos,AER2192.webp
AER2182,AEROSOL AMARILLO LIMON (2182),Pintura y quimicos,AER2182.webp
AER2170,AEROSOL BLANCO BRILLANTE (2170),Pintura y quimicos,AER2170.webp
AER2189,AEROSOL GRIS ACERO  (2189),Pintura y quimicos,AER2189.webp
AER2185,AEROSOL NARANJA (2185),Pintura y quimicos,AER2185.webp
AER2171,AEROSOL NEGRO BRILLANTE (2171),Pintura y quimicos,AER2171.webp
AER2193,AEROSOL ORO (2193),Pintura y quimicos,AER2193.webp
AER2175,AEROSOL VERDE METALICO (2175),Pintura y quimicos,AER2175.webp
AERVERZIN,AEROSOL VERDE ZINTRO (IPESA),Lamina y cubiertas,AERVERZIN.webp
AERVERZINP,AEROSOL VERDE ZINTRO (PROZINTLUX),Lamina y cubiertas,AERVERZINP.webp
AGUILA,AGUILA (COD. 11238),"Herrería, forja y herrajes",AGUILA.webp
ARCA,ARMELLA P/CANDADO,Herramienta manual,ARCA.webp
BIBELCH,BIBEL CHICO (VARGAS),Herrajes,BIBELCH.webp
BIBELCHICOLIGHT,BIBEL CHICO LIGHT (VARGAS),Herrajes,BIBELCHICOLIGHT.webp
BIBELGI,BIBEL GIGANTE,Herrajes,BIBELGI.webp
BIBELGILIGTH,BIBEL GIGANTE LIGHT,Herrajes,BIBELGILIGTH.webp
BIBELGIGN,BIBEL GIGANTE NEGRO (VARGAS),Herrajes,BIBELGIGN.webp
BIBELLJ,BIBEL LIGHT JUMBO 1/4 X 4 X 8 (VARGAS),Herrajes,BIBELLJ.webp
BIBELMEDLIGHT,BIBEL MEDIANO LIGHT (VARGAS),Herrajes,BIBELMEDLIGHT.webp
BIBELMED,BIBEL MEDIANO NEGRO (VARGAS),Herrajes,BIBELMED.webp
BIBELTA,BIBEL TAPADO (VARGAS),Herrajes,BIBELTA.webp
BISPRO,BISAGRA DE PROYECCION,Herrajes,BISPRO.webp
BIST25,"BISAGRA TUBULAR 1""",Tubulares,BIST25.webp
BIST13,"BISAGRA TUBULAR 1/2""",Tubulares,BIST13.webp
BIST19,"BISAGRA TUBULAR 3/4""",Tubulares,BIST19.webp
BIST10,"BISAGRA TUBULAR 3/8""",Tubulares,BIST10.webp
BIST16,"BISAGRA TUBULAR 5/8""",Tubulares,BIST16.webp
BOMBOA25,"BOMBO DE ALUMINIO DE 1""",POR CLASIFICAR,BOMBOA25.webp
BOMBOA38,"BOMBO DE ALUMINIO DE 1"" 1/2",POR CLASIFICAR,BOMBOA38.webp
BOMBOA32,"BOMBO DE ALUMINIO DE 1"" 1/4",POR CLASIFICAR,BOMBOA32.webp
BROCA3/32,"BROCA P/FO. 3/32""",Herramienta manual,BROCA3-32.webp
BROCA7/64,"BROCA P/FO. 7/64""",Herramienta manual,BROCA7-64.webp
BCHA25,"BROCHA 1""",Pintura y quimicos,BCHA25.webp
BCHA13,"BROCHA 1/2""",Pintura y quimicos,BCHA13.webp
BCHA75,"BROCHA 3""",Pintura y quimicos,BCHA75.webp
BCHA38,"BROCHA S-400 1 1/2""",Pintura y quimicos,BCHA38.webp
BCHA65,"BROCHA S-400 2 1/2""",Pintura y quimicos,BCHA65.webp
BCHA50,"BROCHA S-400 2""",Pintura y quimicos,BCHA50.webp
BULON150,BULON MOD BMR-150 MASTER RAIL (VARGAS),POR CLASIFICAR,BULON150.webp
BUZON,BUZON MEDIANO VARGAS 27 X 21 X 9,"Herrería, forja y herrajes",BUZON.webp
ARCAP001,CAPITEL TROQUELADO P/ARCO,"Herrería, forja y herrajes",ARCAP001.webp
CEPVM,CARETA ECON. PLASTICA VENT. MOVIL,Seguridad (EPP),CEPVM.webp
CAR-EWH245,CARETA ELECTRONICA AGUILA AMERICANA(EWH245),Seguridad (EPP),CAR-EWH245.webp
CAR-EWHM44,CARETA ELECTRONICA ALIEN,Seguridad (EPP),CAR-EWHM44.webp
CAR-EWH2414,CARETA ELECTRONICA CABALLERO MEDIEVAL,Seguridad (EPP),CAR-EWH2414.webp
CAR-EWHM60,CARETA ELECTRONICA GHOST,Seguridad (EPP),CAR-EWHM60.webp
CAR-EWHM69,CARETA ELECTRONICA MONROE,Seguridad (EPP),CAR-EWHM69.webp
CAR-EWH241,CARETA ELECTRONICA MUERTE ARDIENTE(EWHM1),Seguridad (EPP),CAR-EWH241.webp
CAR-EWHM20,CARETA ELECTRONICA SILVER RED DIAMOND,Seguridad (EPP),CAR-EWHM20.webp
CARHPKAR,CARETA ELECTRONICA VARGAS,Seguridad (EPP),CARHPKAR.webp
CARRCUA,CARRETILLA CUADRUPLE,Herramienta manual,CARRCUA.webp
CARRDO,CARRETILLA DOBLE,Herramienta manual,CARRDO.webp
CARRSEN,CARRETILLA SENCILLA,Herramienta manual,CARRSEN.webp
CARRWEM,CARRETILLA WELCOT EMBALADA,Herramienta manual,CARRWEM.webp
CATVARGAS,"CATALOGO DE PRODUCTOS ""PHV & ELEVA""",POR CLASIFICAR,CATVARGAS.webp
CERDO,CERDO( COD.11472),"Herrería, forja y herrajes",CERDO.webp
CER-117B,CERRADURA VARGAS 117B (LATON BILLANTE),Herrajes,CER-117B.webp
CER-118A,CERRADURA VARGAS 118A (LATON ANTIGUO),Herrajes,CER-118A.webp
CHAV715IFD,CHAPA VARGAS 715 IF D,Herrajes,CHAV715IFD.webp
CHAV715IFI,CHAPA VARGAS 715 IF I,Herrajes,CHAV715IFI.webp
CHAVAS075IFD,CHAPA VARGAS ALTA SEGURIDAD IF DER (075),Herrajes,CHAVAS075IFD.webp
CHAVAS075IFI,CHAPA VARGAS ALTA SEGURIDAD IF IZQ. (075),Herrajes,CHAVAS075IFI.webp
CER-F80D,CHAPA VARGAS FIJA DERECHA (080FD),Herrajes,CER-F80D.webp
CER-F90D,CHAPA VARGAS FIJA DERECHA (090FD)TETRA,Herrajes,CER-F90D.webp
CER-F80I,CHAPA VARGAS FIJA IZQUIERDA (080FI),Herrajes,CER-F80I.webp
CER-F90I,CHAPA VARGAS FIJA IZQUIERDA (090FI)TETRA,Herrajes,CER-F90I.webp
CER-L80D,CHAPA VARGAS LIBRE DERECHA (080LD),Herrajes,CER-L80D.webp
CER-L80I,CHAPA VARGAS LIBRE IZQUIERDA (080LI),Herrajes,CER-L80I.webp
CHAV625IFD,CHAPA VARGAS MORDAZA IFD,Herrajes,CHAV625IFD.webp
CHAV625IFI,CHAPA VARGAS MORDAZA IFI,Herrajes,CHAV625IFI.webp
CHAVT715IFD,CHAPA VARGAS TETRA IF DER(072D),Herrajes,CHAVT715IFD.webp
CHAVT715IFI,CHAPA VARGAS TETRA IF IZQ(072I),Herrajes,CHAVT715IFI.webp
FLODE003,CHAPETON COMBINADO,Seguridad (EPP),FLODE003.webp
DIS-CHA14,"DISCO LINEA CHAAK P/CORTE 14""",Soldadura y abrasivos,DIS-CHA14.webp
DIS-CHA412,"DISCO LINEA CHAAK P/CORTE 4 1/2""",Soldadura y abrasivos,DIS-CHA412.webp
DIS-CHA7,"DISCO LINEA CHAAK P/CORTE 7""",Soldadura y abrasivos,DIS-CHA7.webp
DIS-TEG412,"DISCO LINEA TEGUI P/DESBASTE 4 1/2""",Soldadura y abrasivos,DIS-TEG412.webp
DIS-TEG7,"DISCO LINEA TEGUI P/DESBASTE 7""",Soldadura y abrasivos,DIS-TEG7.webp
ELESOL,ELEVADOR DE SOLERA,Perfiles estructurales,ELESOL.webp
ESMBCO,ESMALTE BLANCO,Pintura y quimicos,ESMBCO.webp
GALESM1000,ESMALTE BLANCO 1000 GALON,Pintura y quimicos,GALESM1000.webp
GALESM200,ESMALTE BLANCO SEC. RAPIDO GALON (200),Pintura y quimicos,GALESM200.webp
ESMBCOSR,ESMALTE BLANCO SECADO RAPIDO,Pintura y quimicos,ESMBCOSR.webp
ESMCHOSR,ESMALTE CHOCOLATE SECADO RAPIDO (SV227),Pintura y quimicos,ESMCHOSR.webp
ESMNE,ESMALTE NEGRO,Pintura y quimicos,ESMNE.webp
GALESM1014,ESMALTE NEGRO 1014 GALON,Pintura y quimicos,GALESM1014.webp
PIN-SV238G,ESMALTE NEGRO MATE  SECADO RAPIDO GALON(SV238G),Pintura y quimicos,PIN-SV238G.webp
ESMNESR238,ESMALTE NEGRO MATE  SECADO RAPIDO(SV238),Pintura y quimicos,ESMNESR238.webp
GALESM223,ESMALTE NEGRO SEC. RAPIDO GALON (223),Pintura y quimicos,GALESM223.webp
ESMNESR,ESMALTE NEGRO SECADO RAPIDO(SV223),Pintura y quimicos,ESMNESR.webp
ESMVER,ESMALTE VERDE ZINTRO,Lamina y cubiertas,ESMVER.webp
FLECA36,FLEXOMETRO CADENA 3.6 MT WDA3620,Herramienta manual,FLECA36.webp
FLECA36MGA,FLEXOMETRO CADENA 3.6M -MGA3619,Herramienta manual,FLECA36MGA.webp
FLECA55,FLEXOMETRO CADENA 5.5 M  MOD.5525(MGA),Herramienta manual,FLECA55.webp
FLECA55R,FLEXOMETRO CADENA 5.5M (RGA5525),Herramienta manual,FLECA55R.webp
FLECA5MGA,FLEXOMETRO CADENA 5M MOD.5020(MGA),Herramienta manual,FLECA5MGA.webp
FLECA5,FLEXOMETRO CADENA 5M MOD.WDA.5020,Herramienta manual,FLECA5.webp
FLECA7.5,FLEXOMETRO CADENA 7.5 M MOD RGA 7525,Herramienta manual,FLECA7-5.webp
FLECA7.50MGA7525,FLEXOMETRO CADENA 7.50 MTS. MOD.MGA7525,Herramienta manual,FLECA7-50MGA7525.webp
FLECA9,FLEXOMETRO CADENA 9 M MOD. (MGA9025),Herramienta manual,FLECA9.webp
FLECA5.5C,FLEXOMETRO CADENA MGA-5528 5.5 M VERDE AGUA,Herramienta manual,FLECA5-5C.webp
GAR-12,"GARRA DE 1/2""","Herrería, forja y herrajes",GAR-12.webp
GARS12,GARRA DE SOL.  DE  1/2,"Herrería, forja y herrajes",GARS12.webp
GOG-E108,GOGLE  ELEVA  108 OSCURECIMIENTO AUTOM.,Seguridad EPP,GOG-E108.webp
GUIAPISO3MTS,GUIA A PISO ULTRA DE 3 MTS MOD. GPMR-ULTRA,POR CLASIFICAR,GUIAPISO3MTS.webp
HERGR,HERRADURA LAMINA 17 X 16,Lamina y cubiertas,HERGR.webp
JALALUP,JALADERA ALUMINIO P/PTA.,Herrajes,JALALUP.webp
JAL-CHINA,JALADERA CHICA ESTRIADA NATURAL,Herrajes,JAL-CHINA.webp
JAL-CHIO,JALADERA CHICA ESTRIADA ORO,Herrajes,JAL-CHIO.webp
JAL-LUJO,JALADERA DE LUJO TRENZADA ORO,Herrajes,JAL-LUJO.webp
JAL-ESCEG,JALADERA ESTRIADA CEREZO GRANDE,Herrajes,JAL-ESCEG.webp
JAL-COLA,JALADERA ESTRIADA ECON. ALUMINIO NATURAL,Herrajes,JAL-COLA.webp
JAL-COLB,JALADERA ESTRIADA ECON. BLANCA,Herrajes,JAL-COLB.webp
JAL-COLN,JALADERA ESTRIADA ECON. NEGRA,Herrajes,JAL-COLN.webp
JAL-COLO,JALADERA ESTRIADA ECON. ORO,Herrajes,JAL-COLO.webp
JAL-COLV,JALADERA ESTRIADA ECON. VERDE,Herrajes,JAL-COLV.webp
JAL-HC4527N,JALADERA H CUAD.30MM-450MM NEGRA,Herrajes,JAL-HC4527N.webp
JAL-HC4527S,JALADERA H CUAD.30MM-450MM SATINADA,Herrajes,JAL-HC4527S.webp
JAL-HC8060N,JALADERA H CUAD.30MM-800MM NEGRA,Herrajes,JAL-HC8060N.webp
JAL-HC8060S,JALADERA H CUAD.30MM-800MM SATINADA,Herrajes,JAL-HC8060S.webp
JAL-PCHB,JALADERA PORTA CHAPA BLANCA,Herrajes,JAL-PCHB.webp
JAL-PCH,JALADERA PORTA CHAPA C/ORO,Herrajes,JAL-PCH.webp
JAL-PCHCL,JALADERA PORTA CHAPA LATONADA ANTIGUA,Herrajes,JAL-PCHCL.webp
