id,codigo,descripcion,categoria,subcategoria,medidas,foto,proveedor
TORCOGALV-8X32,TORCOGALV.8X32,"TORNILLO C/COCHE GALV.5/16"" X 1""1/4",Tornilleria y fijacion,Tornilleria y fijacion,"5/16"" 1"" 5/16 1/4",TORCOGALV-8X32.webp,
AAWD40,AAWD40,ACEITE AFLOJATODO WD.40 (000646),Pintura y químicos,POR CLASIFICAR,,AAWD40.webp,
ADHCAR450G,ADHCAR450G,ADHESIVO CART.RESISTOL  NO MAS CLAVOS 450G.(033618,"Alambre, malla y cercas","Alambre, malla y cercas",,ADHCAR450G.webp,
AFLOJA,AFLOJA,AFLOJA TODO 300GR. PERMATEK(030813),Pintura y químicos,POR CLASIFICAR,,AFLOJA.webp,
22362,22362,"BROCA P/CONCRETO 1/4"" X 6"" IRWIN (IW9051)",Herramienta manual,Herramienta manual,"1/4"" 6"" 1/4",22362.webp,
BROIRW1,"BROIRW1""","BROCA P/FO. 1"" C/ZANCO DE 1/2"" IRWIN(018694)",Herramienta manual,Herramienta manual,"1"" 1/2"" 1/2",BROIRW1.webp,
BROIRW1-16,"BROIRW1/16""","BROCA P/FO. 1/16"" IRWIN (012742)",Herramienta manual,Herramienta manual,"1/16"" 1/16",BROIRW1-16.webp,
BROIRW1-2,"BROIRW1/2""","BROCA P/FO. 1/2"" IRWIN (012801)",Herramienta manual,Herramienta manual,"1/2"" 1/2",BROIRW1-2.webp,
BROIRW1-4,BROIRW1/4,"BROCA P/FO. 1/4"" IRWIN(012790)",Herramienta manual,Herramienta manual,"1/4"" 1/4",BROIRW1-4.webp,
BROIRW1-8,"BROIRW1/8""","BROCA P/FO. 1/8"" IRWIN(012754)",Herramienta manual,Herramienta manual,"1/8"" 1/8",BROIRW1-8.webp,
BROIRW11-32,"BROIRW11/32""","BROCA P/FO. 11/32"" IRWIN (012932)",Herramienta manual,Herramienta manual,"11/32"" 11/32",BROIRW11-32.webp,
BROIRW11-64,"BROIRW11/64""","BROCA P/FO. 11/64"" IRWIN (012774)",Herramienta manual,Herramienta manual,"11/64"" 11/64",BROIRW11-64.webp,
BROIRW13-64,"BROIRW13/64""","BROCA P/FO. 13/64"" IRWIN (012777)",Herramienta manual,Herramienta manual,"13/64"" 13/64",BROIRW13-64.webp,
BROIRW15-64,"BROIRW15/64""","BROCA P/FO. 15/64"" IRWIN (012789)",Herramienta manual,Herramienta manual,"15/64"" 15/64",BROIRW15-64.webp,
BROIRW17-64,"BROIRW17/64""","BROCA P/FO. 17/64"" IRWIN (012930)",Herramienta manual,Herramienta manual,"17/64"" 17/64",BROIRW17-64.webp,
BROIRW19-64,"BROIRW19/64""","BROCA P/FO. 19/64"" IRWIN (012793)",Herramienta manual,Herramienta manual,"19/64"" 19/64",BROIRW19-64.webp,
BROIRW21-64,BROIRW21/64,"BROCA P/FO. 21/64""IRWIN (012931)",Herramienta manual,Herramienta manual,"21/64"" 21/64",BROIRW21-64.webp,
BROIRW27-64,BROIRW27/64,"BROCA P/FO. 27/64"" IRWIN (012131)",Herramienta manual,Herramienta manual,"27/64"" 27/64",BROIRW27-64.webp,
BROIRW3-16,"BROIRW3/16""","BROCA P/FO. 3/16"" IRWIN(012776)",Herramienta manual,Herramienta manual,"3/16"" 3/16",BROIRW3-16.webp,
BROIRW3-32,"BROIRW3/32""","BROCA P/FO. 3/32"" IRWIN (012746)",Herramienta manual,Herramienta manual,"3/32"" 3/32",BROIRW3-32.webp,
BROIRW3-4,"BROIRW3/4""","BROCA P/FO. 3/4"" C/ZANCO DE 1/2"" IRWIN(012166)",Herramienta manual,Herramienta manual,"3/4"" 1/2"" 3/4 1/2",BROIRW3-4.webp,
BROIRW3-64,"BROIRW3/64""","BROCA P/FO. 3/64"" IRWIN (012130)",Herramienta manual,Herramienta manual,"3/64"" 3/64",BROIRW3-64.webp,
BROIRW3-8,"BROIRW3/8""","BROCA P/FO. 3/8"" IRWIN (012797)",Herramienta manual,Herramienta manual,"3/8"" 3/8",BROIRW3-8.webp,
BROIRW5-16,"BROIRW5/16""","BROCA P/FO. 5/16"" IRWIN(012796)",Herramienta manual,Herramienta manual,"5/16"" 5/16",BROIRW5-16.webp,
BROIRW5-32,"BROIRW5/32""","BROCA P/FO. 5/32"" IRWIN(012773)",Herramienta manual,Herramienta manual,"5/32"" 5/32",BROIRW5-32.webp,
BROIRW5-64,"BROIRW5/64""","BROCA P/FO. 5/64"" IRWIN (018539)",Herramienta manual,Herramienta manual,"5/64"" 5/64",BROIRW5-64.webp,
BROIRW5-8,"BROIRW5/8""","BROCA P/FO. 5/8"" C/ZANCO DE 1/2"" IRWIN(012163)",Herramienta manual,Herramienta manual,"5/8"" 1/2"" 5/8 1/2",BROIRW5-8.webp,
BROIRW5-8-1,BROIRW5/8,"BROCA P/FO. 5/8"" IRWIN (034018)",Herramienta manual,Herramienta manual,"5/8"" 5/8",BROIRW5-8-1.webp,
BROIRW7-16,"BROIRW7/16""","BROCA P/FO. 7/16"" IRWIN (012798)",Herramienta manual,Herramienta manual,"7/16"" 7/16",BROIRW7-16.webp,
BROIRW7-32,"BROIRW7/32""","BROCA P/FO. 7/32"" IRWIN (012788)",Herramienta manual,Herramienta manual,"7/32"" 7/32",BROIRW7-32.webp,
BROIRW7-64,"BROIRW7/64""","BROCA P/FO. 7/64"" IRWIN (012747)",Herramienta manual,Herramienta manual,"7/64"" 7/64",BROIRW7-64.webp,
BROIRW7-8,"BROIRW7/8""","BROCA P/FO. 7/8"" C/ZANCO DE 1/2"" IRWIN",Herramienta manual,Herramienta manual,"7/8"" 1/2"" 7/8 1/2",BROIRW7-8.webp,
BROIRW9-32,"BROIRW9/32""","BROCA P/FO. 9/32"" IRWIN (014000)",Herramienta manual,Herramienta manual,"9/32"" 9/32",BROIRW9-32.webp,
BROIRW9-64,"BROIRW9/64""","BROCA P/FO. 9/64"" IRWIN(012756)",Herramienta manual,Herramienta manual,"9/64"" 9/64",BROIRW9-64.webp,
BROCIRW1-2,BROCIRW1/2,BROCA P/FO. COBALTO 1/2¨ IRWIN(050585),Herramienta manual,Herramienta manual,1/2,BROCIRW1-2.webp,
BROCIRW1-4,BROCIRW1/4,BROCA P/FO. COBALTO 1/4¨ IRWIN,Herramienta manual,Herramienta manual,1/4,BROCIRW1-4.webp,
BROCIRW1-8,BROCIRW1/8,BROCA P/FO. COBALTO 1/8¨ IRWIN,Herramienta manual,Herramienta manual,1/8,BROCIRW1-8.webp,
BROCIRW3-16,BROCIRW3/16,BROCA P/FO. COBALTO 3/16¨ IRWIN,Herramienta manual,Herramienta manual,3/16,BROCIRW3-16.webp,
BROCIRW3-8,BROCIRW3/8,BROCA P/FO. COBALTO 3/8¨ IRWIN,Herramienta manual,Herramienta manual,3/8,BROCIRW3-8.webp,
BROCIRW5-16,BROCIRW5/16,BROCA P/FO. COBALTO 5/16¨ IRWIN,Herramienta manual,Herramienta manual,5/16,BROCIRW5-16.webp,
BROCA19-64,BROCA19/64,"BROCA P/FO. DE 19/64"" IRWIN",Herramienta manual,Herramienta manual,"19/64"" 19/64",BROCA19-64.webp,
BROCA25-64,BROCA25/64,"BROCA P/FO. DE 25/64"" IRWIN",Herramienta manual,Herramienta manual,"25/64"" 25/64",BROCA25-64.webp,
BROCON1-2X12D24446,BROCON1/2X12D24446,"BROCA PARA CONCRETO   MAK 1/2"" X 12"" D24446",Herramienta manual,Herramienta manual,"1/2"" 12"" 1/2",BROCON1-2X12D24446.webp,
BROCON1-2X6D24430,BROCON1/2X6D24430,"BROCA PARA CONCRETO   MAK 1/2"" X 6"" D24430",Herramienta manual,Herramienta manual,"1/2"" 6"" 1/2",BROCON1-2X6D24430.webp,
BROCON3-8X6D24402,BROCON3/8X6D24402,"BROCA PARA CONCRETO   MAK 3/8"" X 6"" D24402",Herramienta manual,Herramienta manual,"3/8"" 6"" 3/8",BROCON3-8X6D24402.webp,
BROCON5-16X12D24393,BROCON5/16X12D24393,"BROCA PARA CONCRETO   MAK 5/16"" X 12"" D24393",Herramienta manual,Herramienta manual,"5/16"" 12"" 5/16",BROCON5-16X12D24393.webp,
BROCON1-2X6D00963,BROCON1/2X6D00963,"BROCA PARA CONCRETO   SDS MAK 1/2""X 6"" 1/4"" D00963",Herramienta manual,Herramienta manual,"1/2"" 6"" 1/4"" 1/2 1/4",BROCON1-2X6D00963.webp,
BROCON1-2X12D00979,BROCON1/2X12D00979,"BROCA PARA CONCRETO   SDS MAK 1/2""X12""1/4 D00979",Herramienta manual,Herramienta manual,"1/2"" 12"" 1/2 1/4",BROCON1-2X12D00979.webp,
BROCON1-4X4D00860,BROCON1/4X4D00860,"BROCA PARA CONCRETO   SDS MAK 1/4""X 4"" 1/2"" D00860",Herramienta manual,Herramienta manual,"1/4"" 4"" 1/2"" 1/4 1/2",BROCON1-4X4D00860.webp,
BROCON3-16X6D00832,BROCON3/16X6D00832,"BROCA PARA CONCRETO   SDS MAK 3/16""X 6"" 1/4 D00832",Herramienta manual,Herramienta manual,"3/16"" 6"" 3/16 1/4",BROCON3-16X6D00832.webp,
BROCON3-4X12D01046,BROCON3/4X12D01046,"BROCA PARA CONCRETO   SDS MAK 3/4""X 12"" D01046",Herramienta manual,Herramienta manual,"3/4"" 12"" 3/4",BROCON3-4X12D01046.webp,
BROCON3-8X6D000929,BROCON3/8X6D000929,"BROCA PARA CONCRETO   SDS MAK 3/8""X ""6 1/4 D00929",Herramienta manual,Herramienta manual,"3/8"" 3/8 1/4",BROCON3-8X6D000929.webp,
BROCON3-8X12D000935,BROCON3/8X12D000935,"BROCA PARA CONCRETO   SDS MAK 3/8""X 12"" 1/8 D00935",Herramienta manual,Herramienta manual,"3/8"" 12"" 3/8 1/8",BROCON3-8X12D000935.webp,
BROCON5-16X6D00907,BROCON5/16X6D00907,"BROCA PARA CONCRETO   SDS MAK 5/16""X ""6 1/4 D00907",Herramienta manual,Herramienta manual,"5/16"" 5/16 1/4",BROCON5-16X6D00907.webp,
BROCON9-16X6D00985,BROCON9/16X6D00985,"BROCA PARA CONCRETO   SDS MAK 9/16""X 6"" 1/2 D00985",Herramienta manual,Herramienta manual,"9/16"" 6"" 9/16 1/2",BROCON9-16X6D00985.webp,
BROCON1-4X6D24365,BROCON1/4X6D24365,"BROCA PARA CONCRETO  MAK  1/4"" X 6"" D24365",Herramienta manual,Herramienta manual,"1/4"" 6"" 1/4",BROCON1-4X6D24365.webp,
BROCON3-8X12D24418,BROCON3/8X12D24418,"BROCA PARA CONCRETO  MAK  3/8"" X 12"" D24418",Herramienta manual,Herramienta manual,"3/8"" 12"" 3/8",BROCON3-8X12D24418.webp,
BROCON1-4X-12D24371,BROCON1/4X 12D24371,"BROCA PARA CONCRETO  MAK 1/4"" X 12""D24371",Herramienta manual,Herramienta manual,"1/4"" 12"" 1/4",BROCON1-4X-12D24371.webp,
BROCON5-16X6D24387,BROCON5/16X6D24387,"BROCA PARA CONCRETO  MAK 5/16"" X 6"" D24387",Herramienta manual,Herramienta manual,"5/16"" 6"" 5/16",BROCON5-16X6D24387.webp,
BROCONI3-16X39MM,BROCONI3/16X39MM,"BROCA PARA CONCRETO IRWIN  3/16"" X 39 MM LARGO",Herramienta manual,Herramienta manual,"3/16"" 39 MM 3/16",BROCONI3-16X39MM.webp,
BROCON1-4X4D24359,BROCON1/4X4D24359,"BROCA PARA CONCRETO MAK   1/4"" X 4"" D24359",Herramienta manual,Herramienta manual,"1/4"" 4"" 1/4",BROCON1-4X4D24359.webp,
BROCON1-4X6D008876,BROCON1/4X6D008876,"BROCA PARA CONCRETO SDS MAK  1/4"" X 6"" 1/4 D00876",Herramienta manual,Herramienta manual,"1/4"" 6"" 1/4",BROCON1-4X6D008876.webp,
BROQM194041-7,BROQM194041.7,BROQUERO  MAKITA C/ADAP. SDS 194041.7,Herramienta manual,Herramienta manual,,BROQM194041-7.webp,
32135,32135,BROQUERO DE 1/2 C/LLAVE HITOOLS(032135),Herramienta manual,Herramienta manual,1/2,32135.webp,
32136,32136,BROQUERO DE 3/8 C/LLAVE HITOOLS(032136),Herramienta manual,Herramienta manual,3/8,32136.webp,
BROMAK1-2,"BROMAK1/2""","BROQUERO MAKITA DE 1/2"" C/LLAVE(019128)",Herramienta manual,Herramienta manual,"1/2"" 1/2",BROMAK1-2.webp,
CANPHILLTX-9TETRA,CANPHILLTX-9TETRA,CANDADO PHILLIPS ANTIPAL. TETRA TX-9,Herramienta manual,Herramienta manual,,CANPHILLTX-9TETRA.webp,
CANPHILLIN0-12,CANPHILLIN0.12,CANDADO PHILLIPS N0. 12,Herramienta manual,Herramienta manual,,CANPHILLIN0-12.webp,
CANPHILLIN0-12GL,CANPHILLIN0.12GL,CANDADO PHILLIPS N0. 12 GL,Herramienta manual,Herramienta manual,,CANPHILLIN0-12GL.webp,
CRHP,CRHP,CARETA REFORZ. ECONOMICA(035995),Seguridad (EPP),Seguridad (EPP),,CRHP.webp,
CAR3M6001,CAR3M6001,CARTUCHO P/VAPORES ORGAN. 3M MOD. 6001,Seguridad (EPP),Seguridad (EPP),3M,CAR3M6001.webp,
CHA725IFD,CHA725IFD,CHAPA 725 PHILLIPS  IF DERECHA,Perfiles estructurales,Perfiles estructurales,,CHA725IFD.webp,
CHA725IFI,CHA725IFI,CHAPA 725 PHILLIPS  IF IZQUIERDA,Perfiles estructurales,Perfiles estructurales,,CHA725IFI.webp,
CHA625IFD,CHA625IFD,CHAPA CORREDISA 625 IF DER. DC(036446),Herrajes,Herraje de puerta,,CHA625IFD.webp,
CHA625IFI,CHA625IFI,CHAPA CORREDISA 625 IF. IZQ. DC(036447),Herrajes,Herraje de puerta,,CHA625IFI.webp,
CHA800FD-AS,CHA800FD-AS,CHAPA MOD 800 FIJA D -AS (040667),Herrajes,Herraje de puerta,,CHA800FD-AS.webp,
CHA800FI-AS,CHA800FI-AS,CHAPA MOD 800 FIJA I -AS (040668),Herrajes,Herraje de puerta,,CHA800FI-AS.webp,
CHA800LD-AS,CHA800LD-AS,CHAPA MOD 800 LIBRE D -AS,Herrajes,Herraje de puerta,,CHA800LD-AS.webp,
CHA800LI,CHA800LI,CHAPA MOD 800 LIBRE I,Herrajes,Herraje de puerta,,CHA800LI.webp,
CHA800LI-AS,CHA800LI-AS,CHAPA MOD 800 LIBRE I -AS,Herrajes,Herraje de puerta,,CHA800LI-AS.webp,
CHAPH900D,CHAPH900D,CHAPA MOD 900 DER PHILLIPS,Perfiles estructurales,Perfiles estructurales,,CHAPH900D.webp,
CHA900I,CHA900I,CHAPA MOD 900 IZQ PHILLIPS,Perfiles estructurales,Perfiles estructurales,,CHA900I.webp,
CHA321D,CHA321D,CHAPA PH 321 DC ABG,Herrajes,Herraje de puerta,,CHA321D.webp,
CHA50-LPH,CHA50-LPH,CHAPA PHILLIPS 50-L P/MUEBLE,Perfiles estructurales,Perfiles estructurales,,CHA50-LPH.webp,
CHA715CLD,CHA715CLD,CHAPA PHILLIPS 715 CLD,Perfiles estructurales,Perfiles estructurales,,CHA715CLD.webp,
CHA715CLI,CHA715CLI,CHAPA PHILLIPS 715 CLI,Perfiles estructurales,Perfiles estructurales,,CHA715CLI.webp,
CHA715IFD,CHA715IFD,CHAPA PHILLIPS 715 IFD (0359),Perfiles estructurales,Perfiles estructurales,,CHA715IFD.webp,
CHA715IFI,CHA715IFI,CHAPA PHILLIPS 715 IFI (0357),Perfiles estructurales,Perfiles estructurales,,CHA715IFI.webp,
CHA525DC,CHA525DC,CHAPA PHILLIPS ALUM. 525 DOBLE CILINDRO,Perfiles estructurales,Perfiles estructurales,,CHA525DC.webp,
CHA720IFD,CHA720IFD,CHAPA TETRA X-720 IFD ABG,Herrajes,Herraje de puerta,,CHA720IFD.webp,
CHA720IFI,CHA720IFI,CHAPA TETRA X-720 IFI ABG,Herrajes,Herraje de puerta,,CHA720IFI.webp,
CINAIS,CINAIS,CINTA AISLAR NEGRA 18 MTS COHESA(000815)-2229,Pintura y químicos,POR CLASIFICAR,18 MTS,CINAIS.webp,
CINAIS3M-013000,CINAIS3M-013000,"CINTA AISLAR TEMFLEX 3.4"" X 18 M (3M)(013000)",Pintura y químicos,POR CLASIFICAR,"4"" 18 M 3M",CINAIS3M-013000.webp,
CINAIS3M,CINAIS3M,"CINTA AISLAR TEMFLEX 3.4"" X 18 M (3M)(143451)",Pintura y químicos,POR CLASIFICAR,"4"" 18 M 3M",CINAIS3M.webp,
CINAIST-2229,CINAIST-2229,CINTA DE AISLAR 18 MM X 18 M.TUK(2229),Electrico e iluminacion,Electrico e iluminacion,18 MM 18 M,CINAIST-2229.webp,
CINCAN007061,CINCAN007061,CINTA EMPACAR CANELA 48MMX50M TUK(007061),Pintura y químicos,POR CLASIFICAR,50M,CINCAN007061.webp,
CINTRA032211,CINTRA032211,CINTA EMPACAR TRANSP. 48MMX150M HITOOLS (032211),Pintura y químicos,POR CLASIFICAR,150M,CINTRA032211.webp,
CINTRA032212,CINTRA032212,CINTA EMPACAR TRANSP. 72MMX150M HITOOLS (032212),Pintura y químicos,POR CLASIFICAR,150M,CINTRA032212.webp,
CINPEN10CM,CINPEN10CM,CINTA TAPAGOTERAS PENNSYL. 10 CM. (021202),Pintura y químicos,POR CLASIFICAR,10 CM,CINPEN10CM.webp,
CINPEN5CM,CINPEN5CM,CINTA TAPAGOTERAS PENNSYL. 5 CM.,Pintura y químicos,POR CLASIFICAR,5 CM,CINPEN5CM.webp,
CIZALLAJS3201,CIZALLAJS3201,CIZALLA P/METAL MAKITA 710 W JS3201(039647),Soldadura y abrasivos,Abrasivos / Discos,,CIZALLAJS3201.webp,
CORBOSCH,CORBOSCH,CORTADORA BOSCH ( GCO2000),Herramienta electrica,Herramienta electrica,,CORBOSCH.webp,
CORMAK,CORMAK,CORTADORA MAKITA(COR2414NB),Herramienta electrica,Herramienta electrica,,CORMAK.webp,
CORMAR,CORMAR,CORTADORA MARAGA,Herramienta electrica,Herramienta electrica,,CORMAR.webp,
DADO,DADO,DADO MAGNETICO 3/8 P/TAL,Herramienta manual,Herramienta manual,3/8,DADO.webp,
DFANDG4041-2,DFANDG4041/2,"DISCO LAMINADO FANDELI GRANO 40 4 1/2""(046063)",Soldadura y abrasivos,Abrasivos / Discos,"4 1/2"" 1/2",DFANDG4041-2.webp,
64814,64814,"DISCO LAMINADO FANDELI GRANO 40 4 1/2""(64814)",Soldadura y abrasivos,Abrasivos / Discos,"4 1/2"" 1/2",64814.webp,
DFANDG6041-2,DFANDG6041/2,"DISCO LAMINADO FANDELI GRANO 60 4 1/2""(046064)",Soldadura y abrasivos,Abrasivos / Discos,"4 1/2"" 1/2",DFANDG6041-2.webp,
64815,64815,DISCO LAMINADO FANDELI GRANO 60 41/2(64815),Soldadura y abrasivos,Abrasivos / Discos,41/2,64815.webp,
DFANDG8041-2,DFANDG8041/2,"DISCO LAMINADO FANDELI GRANO 80 4 1/2""(046065)",Soldadura y abrasivos,Abrasivos / Discos,"4 1/2"" 1/2",DFANDG8041-2.webp,
DMAKITA,DMAKITA,"DISCO MAKITA P/CORTE 14"" A.89872",Soldadura y abrasivos,Abrasivos / Discos,"14""",DMAKITA.webp,
D006123,D006123,"DISCO PFERD 7"" CORTE METAL(006123)",Soldadura y abrasivos,Abrasivos / Discos,"7""",D006123.webp,
DA60P,DA60P,DISCO PFERD A60 4 1/2 ACERO INOX.(004642),Soldadura y abrasivos,Abrasivos / Discos,1/2,DA60P.webp,
DA60I,DA60I,DISCO PFERD A60 4 1/2 ACERO INOX.(020733),Soldadura y abrasivos,Abrasivos / Discos,1/2,DA60I.webp,
DA60M,DA60M,DISCO PFERD A60 4 1/2 CORTE METAL(000959),Soldadura y abrasivos,Abrasivos / Discos,1/2,DA60M.webp,
DG40PFERC41-2,DG40PFERC41/2,"DISCO PFERD GRANO 40 4 1/2"" POLIFAN (031785)",Soldadura y abrasivos,Abrasivos / Discos,"4 1/2"" 1/2",DG40PFERC41-2.webp,
DG60PFER41-2,DG60PFER41/2,"DISCO PFERD GRANO 60 4 1/2""POLIFAN (031628)",Soldadura y abrasivos,Abrasivos / Discos,"4 1/2"" 1/2",DG60PFER41-2.webp,
DG80PFER41-2,DG80PFER41/2,"DISCO PFERD GRANO 80 4 1/2"" POLIFAN (034338)",Soldadura y abrasivos,Abrasivos / Discos,"4 1/2"" 1/2",DG80PFER41-2.webp,
EMVIN5-5NEG,EMVIN5.5NEG,EMPAQUE DE PVC VINILO 545-5.5 PENSYL NEGRO,Lamina y cubiertas,Lamina y cubiertas,,EMVIN5-5NEG.webp,
ESMHP9,ESMHP9,"ESMERILADORA DEWALT 9"" (DWE490.B3)",Herramienta electrica,Herramienta electrica,"9""",ESMHP9.webp,
ESPPENFOAM,ESPPENFOAM,ESPUMA  PENS FOAM AMAR.LATA (030995),Pintura y químicos,POR CLASIFICAR,,ESPPENFOAM.webp,
ESPPEFOAM500ML,ESPPEFOAM500ML,ESPUMA  PENS FOAM MULTIPOSICION 360° 500M(043291),Pintura y químicos,POR CLASIFICAR,500M,ESPPEFOAM500ML.webp,
ESPPENMULT,ESPPENMULT,ESPUMA MULTIPOSICION 340GR. (043292),Pintura y químicos,POR CLASIFICAR,,ESPPENMULT.webp,
FILTRON95-3M,FILTRON95-3M,FILTRO N95 3M (5N11),Seguridad (EPP),Seguridad (EPP),3M,FILTRON95-3M.webp,
FLEIRWW5M,FLEIRWW5M,FLEXOMETRO IRWIN 5 MTS.,Herramienta manual,Herramienta manual,5 MTS,FLEIRWW5M.webp,
GUCARFELA,GUCARFELA,GUANTE DE CARNAZA LARGO AFELPADO AZUL (034638),Seguridad (EPP),Seguridad (EPP),,GUCARFELA.webp,
GUCARFEL,GUCARFEL,GUANTE DE CARNAZA LARGO AFELPADO ROJO (037563),Seguridad (EPP),Seguridad (EPP),,GUCARFEL.webp,
GUANNITRI,GUANNITRI,GUANTE NITRILO NEGRO HITOOLS CH.(045553),Seguridad (EPP),Seguridad (EPP),,GUANNITRI.webp,
31027,31027,GUANTE NITRILO NEGRO HITOOLS GDE.(031027),Seguridad (EPP),Seguridad (EPP),,31027.webp,
31026,31026,GUANTE NITRILO NEGRO HITOOLS MED.(031026),Seguridad (EPP),Seguridad (EPP),,31026.webp,
GUAPUNTON,GUAPUNTON,GUANTE PUNTO NEGRO (006758),Seguridad (EPP),Seguridad (EPP),,GUAPUNTON.webp,
GUACARC-041623,GUACARC-041623,GUANTES DE CARNAZA CORTO  GRIS ( 041623),Seguridad (EPP),Seguridad (EPP),,GUACARC-041623.webp,
ADAP039873,ADAP039873,JGO. ADAPTADOR MANG. B.D  C/1PNTA.NUM.2(39873),Herramienta manual,Herramienta manual,,ADAP039873.webp,
33610,33610,JGO. RIEL CAJON TELESC. 25CM  3601  (33610),Herramienta manual,Herramienta manual,25CM,33610.webp,
33611,33611,JGO. RIEL CAJON TELESC. 30 CM 3602 (033611),Herramienta manual,Herramienta manual,30 CM,33611.webp,
15377,15377,JGO. RIEL CAJON TELESC. 35 CM 3603  (015377),Herramienta manual,Herramienta manual,35 CM,15377.webp,
14512,14512,JGO. RIEL CAJON TELESC. 40 CM 3604 (014512),Herramienta manual,Herramienta manual,40 CM,14512.webp,
15378,15378,JGO. RIEL CAJON TELESC. 45 CM 3605  (015378),Herramienta manual,Herramienta manual,45 CM,15378.webp,
15379,15379,JGO. RIEL CAJON TELESC. 50 CM 3606 (015379),Herramienta manual,Herramienta manual,50 CM,15379.webp,
32833,32833,JGO.BISAGRA OCULTA 90 EASY-ON C/TORN.(032833),Herramienta manual,Herramienta manual,,32833.webp,
LAMFRON,LAMFRON,LAMPARA FRONTAL,Electrico e iluminacion,Electrico e iluminacion,,LAMFRON.webp,
LENCC003979,LENCC003979,LENTE COHESA CLARO  (003979),Seguridad (EPP),Seguridad (EPP),,LENCC003979.webp,
LENCH003980,LENCH003980,LENTE COHESA HUMO  (003980),Seguridad (EPP),Seguridad (EPP),,LENCH003980.webp,
LENMICGRIS,LENMICGRIS,LENTE MICA GRIS 3M (11327),Seguridad (EPP),Seguridad (EPP),3M,LENMICGRIS.webp,
LENCLA25107,LENCLA25107,LENTE PROTEC. CLARO 25107,Seguridad (EPP),Seguridad (EPP),,LENCLA25107.webp,
LENGRIS25110,LENGRIS25110,LENTE PROTEC. GRIS 025110,Seguridad (EPP),Seguridad (EPP),,LENGRIS25110.webp,
LENSTEELCLA,LENSTEELCLA,LENTE STEEL CLARO AL-12(025104),Tuberia y conexiones,Tuberia y conexiones,,LENSTEELCLA.webp,
LENSTEELESP,LENSTEELESP,LENTE STEEL ESPEJEADO,Tuberia y conexiones,Tuberia y conexiones,,LENSTEELESP.webp,
LENSTEELESP2,LENSTEELESP2,LENTE STEEL ESPEJEADO CLARO(031731),Tuberia y conexiones,Tuberia y conexiones,,LENSTEELESP2.webp,
LENSTEELGRIS,LENSTEELGRIS,LENTE STEEL GRIS ( 025106),Tuberia y conexiones,Tuberia y conexiones,,LENSTEELGRIS.webp,
LIMABELLO14,"LIMABELLO14""","LIMA BASTARDA 14"" BELLOTA",Herramienta manual,Herramienta manual,"14""",LIMABELLO14.webp,
70470,70470,"LLAVE BROQUERO IRWIN 1/4"" - 3/8"" (70470)",Herramienta manual,Herramienta manual,"1/4"" 3/8"" 1/4 3/8",70470.webp,
19129,19129,LLAVE P/BROQUERO MAKITA (019129),Herramienta manual,Herramienta manual,,19129.webp,
MANDRIL21836,MANDRIL21836,"MANDRIL P/CORTACIRCULOS 1 1/4"" A 6"" MAK. (21836)",Herramienta manual,Herramienta manual,"1 1/4"" 6"" 1/4",MANDRIL21836.webp,
MANDRILL2,MANDRILL2,"MANDRIL P/CORTACIRCULOS 1"" 1/4 A 6 """,Herramienta manual,Herramienta manual,"1"" 6 "" 1/4",MANDRILL2.webp,
MANDRIL21820,MANDRIL21820,"MANDRIL P/CORTACIRCULOS 9/16"" A 1 1/8"" MAK.(21820)",Herramienta manual,Herramienta manual,"9/16"" 1 1/8"" 9/16 1/8",MANDRIL21820.webp,
MANDRIL1L,MANDRIL1L,"MANDRIL P/CORTACIRCULOS 9/16"" A 1""3/16",Herramienta manual,Herramienta manual,"9/16"" 1"" 9/16 3/16",MANDRIL1L.webp,
MANP-LIMA,MANP/LIMA,MANGO P/ LIMA PLASTICA,Herramienta manual,Herramienta manual,,MANP-LIMA.webp,
MASSEN3M,MASSEN3M,MASCARILLA SENCILLA 3M (9002 M)(037398),Seguridad (EPP),Seguridad (EPP),3M 9002 M,MASSEN3M.webp,
PIS-314,PIS-314,MINI PISTOLA DE GRAVEDAD MODELO G-314 (014525),Herramienta manual,Herramienta manual,,PIS-314.webp,
MESM115,MESM115,"MINIESMERILADORA DE 4 1/2""MAQUITA ( 9554HNG )",Herramienta electrica,Herramienta electrica,"4 1/2"" 1/2",MESM115.webp,
NIVMAGSTAN,NIVMAGSTAN,NIVEL TORPEDO MAGNETICO STANLEY,Herramienta manual,Herramienta manual,,NIVMAGSTAN.webp,
12098,12098,NIVEL TORPEDO REF.ALUM.MAG.3G 9 BELLOTA(012098),Herramienta manual,Herramienta manual,,12098.webp,
PETEK20GR,PETEK20GR,PEGAMENTO ADHESIVO TEKBOND 20 GR. (051016),Pintura y quimicos,Pintura y quimicos,,PETEK20GR.webp,
PETEKG1,PETEKG1,PEGAMENTO ADVO PAQ 3 INST.TEKBOND 1G (051015),Pintura y quimicos,Pintura y quimicos,,PETEKG1.webp,
38461,38461,PEGAMENTO RESISTOL NO MAS CLAVOS 225G(038461),"Alambre, malla y cercas","Alambre, malla y cercas",,38461.webp,
IRW-0102L3,IRW-0102L3,"PINZA DE PRESION DE 10"" VISE-GRIP (012126)",Herramienta manual,Herramienta manual,"10""",IRW-0102L3.webp,
1905649,1905649,"PINZA ELECTRICISTA 8"" IRWIN (1905649)",Herramienta manual,Herramienta manual,"8""",1905649.webp,
